id,english,hindi
457,Show all jobs in a tree,सभी जॉब शाखाओं में दिखाएँ.
458,%{number},% {संख्या}
459,A word is shown at the top right of the board. A list of words will appear and disappear on the left. Does the given word belong to the list?,बोर्ड के उपर के हिस्से में दाहिनी ओंर एक शब्द दिखाया है. बांयी ओर से शब्दों की सूची दिखाके वापस अदृश्य हो जायेगी. दिया गया शब्द इस सूची मेंे है?
460,Search contacts,संपर्क खोजें
461,"On the Day We will say to Hell, ""Have you been filled?"" and it will say, ""Are there some more,""","जिस दिन हम जहन्नम से कहेंगे, ""क्या तू भर गई?"" और वह कहेगी, ""क्या अभी और भी कुछ है?"""
462,KDE USB Viewer,केडीई यूएसबी प्रदर्शक
463,"And when she heard of their gossip, she invited them, and prepared for them a banquet, and she gave each one of them a knife. She said, “Come out before them.” And when they saw him, they marveled at him, and cut their hands. They said, “Good God, this is not a human, this must be a precious angel.”","उसने जब उनकी मक्करी की बातें सुनी तो उन्हें बुला भेजा और उनमें से हरेक के लिए आसन सुसज्जित किया और उनमें से हरेक को एक छुरी दी। उसने (यूसुफ़ से) कहा, ""इनके सामने आ जाओ।"" फिर जब स्त्रियों ने देखा तो वे उसकी बड़ाई से दंग रह गई। उन्होंने अपने हाथ घायल कर लिए और कहने लगी, ""अल्लाह की पनाह! यह कोई मनुष्य नहीं। यह तो कोई प्रतिष्ठित फ़रिश्ता है।‍"""
464,New Map...,नया मैप... (n)
465,Corner 2:,किनारा 2:
466,"""And that I had never known, how my Account is?",और मुझे न मालूल होता कि मेरा हिसाब क्या है
467,The certificate has been revoked according to the connection's certificate revocation list.,कनेक्शन के प्रमाण पत्र रद्दीकरण सूची अनुसार प्रमाणपत्र रद्द कर दिया गया.
468,_Previous Page,पिछला पृष्ठ (_P)
469,_Calendar:,पंचांग: (_C)
470,"Hey, Stephen!","अरे, स्टीफन!"
471,Enable Show More button,ज्यादा दिखाएँ बटन सक्षम करें (h)
472,He said: The food which ye are given (daily) shall not come unto you but I shall tell you the interpretation ere it cometh unto you. This is of that which my Lord hath taught me. Lo! I have forsaken the religion of folk who believe not in Allah and are disbelievers in the Hereafter.,"उसने कहा, ""जो भोजन तुम्हें मिला करता है वह तुम्हारे पास नहीं आ पाएगा, उसके तुम्हारे पास आने से पहले ही मैं तुम्हें इसका अर्थ बता दूँगा। यह उन बातों में से है, जो मेरे रब ने मुझे सिखाई है। मैं तो उन लोगों का तरीक़ा छोड़कर, जो अल्लाह को नहीं मानते और जो आख़िरत (परलोक) का इनकार करते हैं,"
473,Task,कार्यiCalImp
474,Are you sure?,तुम्हें यकीन है?
475,"Then We placed it in a place of safety (womb),",फिर हमने उसको एक मुअय्यन वक्त तक
476,"""Myotonia Congenita.","""Myotonia जन्मजात"
477,& Samba server:,साम्बा सर्वरः (S)
478,"And for those who reject Faith and deny our Signs, there will be a humiliating Punishment.",और जिन लोगों ने कुफ्र एख्तियार किया और हमारी आयतों को झुठलाया तो यही वह (कम्बख्त) लोग हैं
479,"And the dwellers of the Elevations will call to men they recognize by their features, saying, “Your hoardings did not avail you, nor did your arrogance.”","और ये ऊँचाइयोंवाले कुछ ऐसे लोगों से, जिन्हें ये उनके लक्षणों से पहचानते हैं, कहेंगे, ""तुम्हारे जत्थे तो तुम्हारे कुछ काम न आए और न तुम्हारा अकड़ते रहना ही।"
480,Spanish (Nicaragua),स्पेनी (निकारागुआ)
481,Urn...,कलश...
482,"Their messengers came to them, from before them and from behind them, saying, “Do not worship anyone but God.” They said, “Had our Lord willed, He would have sent down angels; Therefore, we reject what you are sent with.”","जब उनके पास रसूल उनके आगे और उनके पीछे से आए कि ""अल्लाह के सिवा किसी की बन्दगी न करो।"" तो उन्होंने कहा, ""यदि हमारा रब चाहता तो फ़रिश्तों को उतार देता। अतः जिस चीज़ के साथ तुम्हें भेजा गया है, हम उसे नहीं मानते।"""
483,Indeed we hope our Lord will forgive us our offences for being the first to believe.’,"हमें तो इसी की लालसा है कि हमारा रब हमारी ख़ताओं को क्षमा कर दें, क्योंकि हम सबसे पहले ईमान लाए।"""
484,in degrees,एवरग्रीन
485,Change & background color:,वैकल्पिक पृष्ठभूमि रंग
486,12th Last,12वां अंतिम
487,"And verily, that is indeed a great oath, if you but know.","और यह बहुत बड़ी गवाही है, यदि तुम जानो -"
488,Days on which the start and end of work hours should be indicated.,दिन जिसपर कार्य घंटे की शुरूआत व अंत दिखाई जानी चाहिए.
489,And a tree that springeth forth from Mount Sinai that groweth oil and relish for the eaters.,और (हम ही ने ज़ैतून का) दरख्त (पैदा किया) जो तूरे सैना (पहाड़) में (कसरत से) पैदा होता है जिससे तेल भी निकलता है और खाने वालों के लिए सालन भी है
490,Showers Snow Fog/ Mist,बौछारें बरफ धुंध/ कोहराweather condition
491,Please let me see when you're online. Thanks!,मुझे देखने के लिए जब आप ऑनलाइन हो.धन्यवाद!
492,Move ~a onto the seven of diamonds.,ईंट का सत्ता
493,"Lo! those who ward off (evil), when a glamour from the devil troubleth them, they do but remember (Allah's Guidance) and behold them seers!",बेशक लोग परहेज़गार हैं जब भी उन्हें शैतान का ख्याल छू भी गया तो चौक पड़ते हैं फिर फौरन उनकी ऑखें खुल जाती हैं
494,Min Width,न्यूनतम चौड़ाई
495,Calling %s...,%s को कॉल कर रहा है...
496,"Have you not regarded that Allah is glorified by everyone in the heavens and the earth, and the birds spreading their wings. Each knows his prayer and glorification, and Allah knows best what they do.","क्या तुमने नहीं देखा कि जो कोई भी आकाशों और धरती में है, अल्लाह की तसबीह (गुणगान) कर रहा है और पंख पसारे हुए पक्षी भी? हर एक अपनी नमाज़ और तसबीह से परिचित है। अल्लाह भली-भाँति जाना है जो कुछ वे करते है"
497,'This is a troop rushing in with you; there is no Welcome for them; they shall roast in the Fire.',ये (तुम्हारी चेलों की) फौज भी तुम्हारे साथ ही ढूँसी जाएगी उनका भला न हो ये सब भी दोज़ख़ को जाने वाले हैं
498,"I need your help, son.","मुझे तुम्हारी मदद की जरूरत है, बेटे."
499,Please tell me!,बताओ मुझे!
500,Could not add message to folder:,संदेश को फ़ोल्डर पर जोड़ नहीं सका.
501,"But he's Himmler's adjutant, he must be here!",हमने उसे कई दिनों से देखा नहीं है.
502,Cale_ndar,पंचांग (_n)
503,Modifier key,परिवर्धक कुंजी
504,"Those whose hearts fear when Allah is mentioned, and those who patiently endure whatever befalls them, and those who keep the prayer established, and who spend part of what We have provided to them.",और (ऐ रसूल हमारे) गिड़गिड़ाने वाले बन्दों को (बेहश्त की) खुशख़बरी दे दो ये वह हैं कि जब (उनके सामने) खुदा का नाम लिया जाता है तो उनके दिल सहम जाते हैं और जब उनपर कोई मुसीबत आ पड़े तो सब्र करते हैं और नमाज़ पाबन्दी से अदा करते हैं और जो कुछ हमने उन्हें दे रखा है उसमें से (राहे खुदा में) ख़र्च करते हैं
505,"Surely, in this is a proclamation to a worshiping nation.",इसमें शक नहीं कि इसमें इबादत करने वालों के लिए (एहकामें खुदा की) तबलीग़ है
506,Set Word Spelling,पाठ लेबल
507,Add time stamp to the file name,फ़ाइल नाम में समय चिह्न जोड़ें
508,Jack?,जैक?
509,CHARLES:,चार्ल्स:
510,Scanning %s,%s स्कैन कर रहा है
511,& Java,जावा (J)
512,"The very first CokoonDecoration theme, for testing purposes",जांच के लिए पहला कोकून सजावटी प्रसंग
513,Operation cancelled,ऑपरेशन रद्द
514,No?,नहीं?
515,Even if it kills me.,यहां तक ​​कि यह मुझे मारता है।
516,"We provide them with the means of competing with each other in virtuous deeds, but they do not realize this.",(ऐसा नहीं) बल्कि ये लोग समझते नहीं
517,Indeed there have been examples before you; therefore travel in the earth and see what was the end of the rejecters.,तुमसे पहले बहुत से वाक़यात गुज़र चुके हैं पस ज़रा रूए ज़मीन पर चल फिर कर देखो तो कि (अपने अपने वक्त क़े पैग़म्बरों को) झुठलाने वालों का अन्जाम क्या हुआ
518,Do you want to create a new archive with these files?,कया आप इन फ़ाइलों के साथ नया अभिलेख बनाना चाहते हैं?
519,Cannot change value of calendar property '%s',पंचांग गुण '%s' का मान नहीं बदल सकते हैं
520,Any header,IMAP शीर्षिका
521,"Hey, bone saws bring it here.","अरे, हड्डी आरी इसे यहाँ ले आओ!"
522,Senapati,सेनदाईafrica. kgm
523,_Blank…,खाली (_B)
524,"But when he wanted to strike him who was an enemy of both of them, he said, ‘Moses, do you want to kill me, just like the one you killed yesterday? You only want to be a tyrant in the land, and you do not desire to be one who brings about reform.’",ग़रज़ जब मूसा ने चाहा कि उस शख्स पर जो दोनों का दुश्मन था (छुड़ाने के लिए) हाथ बढ़ाएँ तो क़िब्ती कहने लगा कि ऐ मूसा जिस तरह तुमने कल एक आदमी को मार डाला (उसी तरह) मुझे भी मार डालना चाहते हो तो तुम बस ये चाहते हो कि रुए ज़मीन में सरकश बन कर रहो और मसलह (क़ौम) बनकर रहना नहीं चाहते
525,And that which ye see not.,"हो और उन चीज़ों को भी जो तुम नहीं देखते,"
526,Reloading document from %s,दस्तावेज %s से फिर लोड कर रहा है
527,Search Interrupted,खोज बाधित
528,"Perchance thou mayest (feel the inclination) to give up a part of what is revealed unto thee, and thy heart feeleth straitened lest they say, ""Why is not a treasure sent down unto him, or why does not an angel come down with him?"" But thou art there only to warn! It is Allah that arrangeth all affairs!","तो शायद तुम उसमें से कुछ छोड़ बैठोगे, जो तुम्हारी ओर प्रकाशना रूप में भेजी जा रही है। और तुम इस बात पर तंगदिल हो रहे हो कि वे कहते है, ""उसपर कोई ख़ज़ाना क्यों नहीं उतरा या उसके साथ कोई फ़रिश्ता क्यों नहीं आया?"" तुम तो केवल सचेत करनेवाले हो। हर चीज़ अल्लाह ही के हवाले है"
529,Initializing...,मुख्य दृश्य इनिशियलाइज किया जा रहा है
530,"You will soon find others who seek security from you as well as from their own people, but when they are invited to return to idol worship, they do so enthusiastically. Thus, if they do not keep away from you nor come forward with a peace proposal nor desist from harming you, apprehend and slay them wherever you find them, for We have given you full control over them.","अब तुम कुछ ऐसे लोगों को भी पाओगे, जो चाहते है कि तुम्हारी ओर से निश्चिन्त होकर रहें और अपने लोगों की ओर से भी निश्चिन्त होकर रहे। परन्तु जब भी वे फ़साद और उपद्रव की ओर फेरे गए तो वे उसी में औधे जो गिरे। तो यदि वे तुमसे अलग-थलग न रहें और तुम्हारी ओर सुलह का हाथ न बढ़ाएँ, और अपने हाथ न रोकें, तो तुम उन्हें पकड़ो और क़त्ल करो, जहाँ कहीं भी तुम उन्हें पाओ। उनके विरुद्ध हमने तुम्हें खुला अधिकार दे रखा है"
531,Odessa,"ओडेसाCity name (optional, probably does not need a translation)"
532,- Shut up!,- चुप रहो!
533,"We shall leave them on that day surging like waves pressing one against the other, and the trumpet blast will be sounded, when We shall gather them all together.",और हम उस दिन (उन्हें उनकी हालत पर) छोड़ देंगे कि एक दूसरे में (टकरा के दरिया की) लहरों की तरह गुड़मुड़ हो जाएँ और सूर फूँका जाएगा तो हम सब को इकट्ठा करेंगे
534,Thaana,थाना
535,Lord,प्रभु
536,Prompt while marking multiple messages,बहुल संदेश चिह्नित करने के दौरान प्रांप्ट करें
537,Judgment will take place.,और (कर्मों का) बदला अवश्य सामने आकर रहेगा
538,"I found her and her people prostrating to the sun instead of Allah, and Satan has made their deeds seem decorous to them—thus he has barred them from the way [of Allah], so they are not guided—",मैंने उसे और उसकी क़ौम के लोगों को अल्लाह से इतर सूर्य को सजदा करते हुए पाया। शैतान ने उनके कर्मों को उनके लिए शोभायमान बना दिया है और उन्हें मार्ग से रोक दिया है - अतः वे सीधा मार्ग नहीं पा रहे है। -
539,Downloads,डाउनलोड्स
540,Al_ways Add Such File,ऐसी फाइलें हमेशा जोड़े (_w)
541,"Then, when the prayer is ended, disperse in the land and seek of Allah's grace, and remember Allah much, that haply ye may thrive.",फिर जब नमाज़ हो चुके तो ज़मीन में (जहाँ चाहो) जाओ और ख़ुदा के फज़ल (अपनी रोज़ी) की तलाश करो और ख़ुदा को बहुत याद करते रहो ताकि तुम दिली मुरादें पाओ
542,the six of hearts,लाल पान का छक्का
543,This is the new gun these people have contrived.,इस नई बंदूक इन लोगों काल्पनिक है.
544,Storing folder '%s','%s' फ़ोल्डर भंडारण कर रहा है
545,"And when they went in to Yusuf. he lodged his brother with himself, saying: I am your brother, therefore grieve not at what they do.",और जब ये लोग यूसुफ के पास पहुँचे तो यूसुफ ने अपने हक़ीक़ी (सगे) भाई को अपने पास (बग़ल में) जगह दी और (चुपके से) उस (इब्ने यामीन) से कह दिया कि मै तुम्हारा भाई (यूसुफ) हूँ तो जो कुछ (बदसुलूकियाँ) ये लोग तुम्हारे साथ करते रहे हैं उसका रंज न करो
546,Ins_pect/Evaluate…,Ins
547,Rebase,रिबेस
548,Start: 0,प्रारंभ: 0
549,Keep children away from medicine.,बच्चों को दवाईयों से दूर रखना चहिए।
550,So Allah seized him with the punishment of the hereafter and the former life.,तो ख़ुदा ने उसे दुनिया और आख़ेरत (दोनों) के अज़ाब में गिरफ्तार किया
551,Gardens and grapes.,(यानि बेहश्त के) बाग़ और अंगूर
552,'Taste! We shall increase you not save in chastisement.',"""अब चखो मज़ा कि यातना के अतिरिक्त हम तुम्हारे लिए किसी और चीज़ में बढ़ोत्तरी नहीं करेंगे। """
553,See them and soon they shall see.,और इनको देखते रहो तो ये लोग अनक़रीब ही (अपना नतीजा) देख लेगे
554,Delegate object for painting the actor's content,कर्ता के विषयवस्तु के पेंटिंग की प्रतिनिधि करने के लिए ऑब्जेक्ट
555,Evolution Mail and Calendar,एवोल्यूशन डाक और पंचांग
556,Mm.,मम.
557,This place is enormous.,मुझे लगता है कि यह एक बड़ा कमबख्त गलती है.
558,Unknown error,अज्ञातother user's foldersJohn Doe's Folders
559,You have not filled in all of the required information.,सभी जरूरी सूचनाओं को आपने नहीं भरा है.
560,Kolab Server,IMAP सर्वर %s
561,127 mm,% 1 मी
562,We have its location narrowed down to somewhere in this missile assembly building.,हम नीचे संकुचित इसके स्थान है कहीं इस मिसाइल विधानसभा भवन में करने के लिए.
563,"on that Day, to your Lord alone is the recourse.",उस रोज़ तुम्हारे परवरदिगार ही के पास ठिकाना है
564,All files,सभी फ़ाइलें
565,"He knows that which is before them and that which is behind them, and they do not intercede except for someone He approves of, and they are apprehensive for the fear of Him.","वह जानता है जो कुछ उनके आगे है और जो कुछ उनके पीछे है, और वे किसी की सिफ़ारिश नहीं करते सिवाय उसके जिसके लिए अल्लाह पसन्द करे। और वे उसके भय से डरते रहते है"
566,The people of Lot impugned the apostles,इसी तरह लूत की क़ौम ने पैग़म्बरों को झुठलाया
567,"Do they not see how God originates creation, then reproduces it? That surely is easy for God.",बस क्या उन लोगों ने इस पर ग़ौर नहीं किया कि ख़ुदा किस तरह मख़लूकात को पहले पहल पैदा करता है और फिर उसको दोबारा पैदा करेगा ये तो ख़ुदा के नज़दीक बहुत आसान बात है
568,"And how would ye deny Faith while unto you are rehearsed the Signs of Allah, and among you Lives the Messenger? Whoever holds firmly to Allah will be shown a way that is straight.","अब तुम इनकार कैसे कर सकते हो, जबकि तुम्हें अल्लाह की आयतें पढ़कर सुनाई जा रही है और उसका रसूल तुम्हारे बीच मौजूद है? जो कोई अल्लाह को मज़बूती से पकड़ ले, वह सीधे मार्ग पर आ गया"
569,"You can save her, Kal.","आप सुरक्षित उसे, कल कर सकते हैं."
570,"Cannot open ""%s"". There is no plugin, default action, or application configured to handle this file type. MIME type: %s You may choose to try opening it with the following plugins or applications.",खोलें से. नहीं है नहीं प्लगइन डिफ़ॉल्ट क्रिया या अनुप्रयोग विन्यस्त को यह फ़ाइल क़िस्म नहीं क़िस्म से. नहीं मई को खोला जा रहा है के साथ अनुसरण कर रहा है या अनुप्रयोग.
571,Other Date,अन्य तिथि
572,Cannot get folder '%s': not a regular file.,'%s' फ़ोल्डर नहीं प्राप्त कर सकता है: नियमित फ़ाइल नहीं है.
573,Remove,हटाएँ
574,You must name this Search Folder.,आप इस खोज फ़ोल्डर को जरूर नाम दें.
575,Yes. Water.,"जल स्लाइड, पानी स्लाइड."
576,Select Files,फ़ाइल चुनें
577,"It is not righteousness that ye turn your faces to the East and the West; but righteous is he who believeth in Allah and the Last Day and the angels and the Scripture and the prophets; and giveth wealth, for love of Him, to kinsfolk and to orphans and the needy and the wayfarer and to those who ask, and to set slaves free; and observeth proper worship and payeth the poor-due. And those who keep their treaty when they make one, and the patient in tribulation and adversity and time of stress. Such are they who are sincere. Such are the Allah-fearing.","नेकी केवल यह नहीं है कि तुम अपने मुँह पूरब और पश्चिम की ओर कर लो, बल्कि नेकी तो उसकी नेकी है जो अल्लाह अन्तिम दिन, फ़रिश्तों, किताब और नबियों पर ईमान लाया और माल, उसके प्रति प्रेम के बावजूद नातेदारों, अनाथों, मुहताजों, मुसाफ़िरों और माँगनेवालों को दिया और गर्दनें छुड़ाने में भी, और नमाज़ क़ायम की और ज़कात दी और अपने वचन को ऐसे लोग पूरा करनेवाले है जब वचन दें; और तंगी और विशेष रूप से शारीरिक कष्टों में और लड़ाई के समय में जमनेवाले हैं, तो ऐसे ही लोग है जो सच्चे सिद्ध हुए और वही लोग डर रखनेवाले हैं"
578,"And the doors of their houses and the couches on which they recline,",और उनके घरों के दरवाज़े भी और वे तख़्त भी जिनपर वे टेक लगाते
579,Summary contains,सारांश में समाहित है
580,"Soon you will remember what I tell you, and I entrust my affair to Allah. Indeed Allah watches His servants.’","अतः शीघ्र ही तुम याद करोगे, जो कुछ मैं तुमसे कह रहा हूँ। मैं तो अपना मामला अल्लाह को सौंपता हूँ। निस्संदेह अल्लाह की दृष्टि सब बन्दों पर है"
581,Open a video project adding the URIs given on the command line,URI जोड़ता हुआ वीडियो परियोजना खोलें कमांड लाइन पर
582,Remove the queen of diamonds.,ईंट का दहला हटाएँ.
583,"Click on the hat to open or close it. Under the hat, how many stars can you see moving around? Count carefully. :) Click in the bottom-right area to input your answer.",टोपीपर बटण दबाके आप उसे बंद अथवा खोल सकते है. टोपी के अंदर आप कितने घुमते सितारे देख सकते है? ध्यानसे गिने. :) निचे दाहिने भाग में आपका जवाब देने के लिये माउस का बटण दबाये.
584,Play a sound for new mail.,नये डाक हेतु आवाज बजाएं.
585,"the fire with its fuel,","ईधन भरी आगवाले,"
586,Select account to use to place the call,कॉल करने के लिए खाते का चयन करें
587,Indeed with hardship is ease.,निस्संदेह कठिनाई के साथ आसानी भी है
588,%s through %s has published the following meeting information:,%s के माध्यम %s ने निम्न बैठक सूचना प्रकाशित की है:
589,Write an image to a CD or DVD,सीडी- आर( डबल्यू) में सीडी इमेज लिखें
590,"Almost bursting for fury. Whenever a group is cast into it, its keeper shall ask them: Did there not come to you a warner?","ऐसा प्रतीत होगा कि प्रकोप के कारण अभी फट पड़ेगी। हर बार जब भी कोई समूह उसमें डाला जाएगा तो उसके कार्यकर्ता उनसे पूछेंगे, ""क्या तुम्हारे पास कोई सावधान करनेवाला नहीं आया?"""
591,Pneum - dist42,न्यूम - डिस्ट४२
592,Syncronize your local copy with the CVS tree,स्थानीय कॉपी करें के साथ सीवीएस ट्री
593,"And they indeed sought to shame his guest (by asking to commit sodomy with them). So We blinded their eyes, ""Then taste you My Torment and My Warnings.""","उन्होंने उसे फुसलाकर उसके पास से उसके अतिथियों को बलाना चाहा। अन्ततः हमने उसकी आँखें मेट दीं, ""लो, अब चखो मज़ा मेरी यातना और चेतावनियों का!"""
594,Jack is going to take care of the Overlook for us this winter.,जैक इस सर्दी में हमारे लिए ओवरलुक का ख्याल रखने जा रहा है.
595,"Know that your worldly possessions and your children are just a temptation, and that God has greater rewards with Him.",और जान रखो कि तुम्हारे माल और तुम्हारी संतान परीक्षा-सामग्री हैं और यह कि अल्लाह के पास बड़ा प्रतिदान है
596,Mengersgereuth-Hämern,"मेंगर्सग्रेयुथ- हैमेर्नCity name (optional, probably does not need a translation)"
597,"then, when He wills, He raises him.",फिर जब चाहेगा उसे (जीवित करके) उठा खड़ा करेगा। -
598,Every,प्रत्येक
599,Languages Table,भाषा सारणी
600,The believers fight for the cause of God. The unbelievers fight for the cause of the Satan. So fight against the friends of Satan for the evil plans of Satan are certainly weak.,"ईमान लानेवाले तो अल्लाह के मार्ग में युद्ध करते है और अधर्मी लोग ताग़ूत (बढ़े हुए सरकश) के मार्ग में युद्ध करते है। अतः तुम शैतान के मित्रों से लड़ो। निश्चय ही, शैतान की चाल बहुत कमज़ोर होती है"
601,Iranian Rial,इरानी रियालName
602,Interval,अंतराल
603,Fleets Destroyed,फ्लीट्स नष्ट
604,I have Cross' complete trust.,मैं क्रॉस 'पूरा भरोसा है।
605,Mark selected conflicted files as resolved,चिह्नित चयनित फ़ाइल जैसे
606,_Schedule Meeting...,बैठक अनुसूचन (_S)...
607,I promised Toki I'd bring you back.,नहीं! आप उनके पक्ष में हैं!
608,(We sent revelations to) the Messengers mentioned to you before and also to Messengers who have not been mentioned to you. God spoke to Moses in words.,"और कितने ही रसूल हुए जिनका वृतान्त पहले हम तुमसे बयान कर चुके है और कितने ही ऐसे रसूल हुए जिनका वृतान्त हमने तुमसे बयान नहीं किया। और मूसा से अल्लाह ने बातचीत की, जिस प्रकार बातचीत की जाती है"
609,"The guilty will be known by their marks, and will be taken by the forelocks and the feet.",गुनाहगार लोग तो अपने चेहरों ही से पहचान लिए जाएँगे तो पेशानी के पटटे और पाँव पकड़े (जहन्नुम में डाल दिये जाएँगे)
610,Whether calendar from Gnome Calendar has been imported or not,क्या ग्नोम पंचांग से पंचांग को आयात किया गया या नहीं
611,day,दिन@ info: whatsthis
612,"Used in conjunction with the ""-immed"" flag with cdrecord.","""-immed"" फ्लैग के साथ cdrecord के साथ प्रयुक्त"
613,I don't know how you did it.,मैं आप कैसे किया पता नहीं है.
614,I want more.,मैं और अधिक चाहते हैं.
615,I'm really sorry.,मैं माफी चाहता हूँ.
616,_Address Cards,पता कार्ड (_A)
617,Coupons per year,कूपन प्रति वर्ष
618,Right drag another line or left click to finish.,एक अन्य लकीर खींचने के लिए दायाँ माउस बटने से खींचें या सम्पन्न करने के लिए बायाँ क्लिक करें.
619,The file could not be saved as “%s”.,यह फ़ाइल बतौर “%s” सहेजा नहीं जा सका.
620,And declare thou Unto them that water hath been divided between them; every drinking shall be by turns.,"""और उन्हें सूचित कर दो कि पानी उनके बीच बाँट दिया गया है। हर एक पीने की बारी पर बारीवाला उपस्थित होगा।"""
621,"If God should take men to task for their evildoing, He would not leave on the earth one creature that crawls; but He is deferring them to a term stated; and when their term is come they shall not put it back by a single hour nor put it forward.",और अगर (कहीं) ख़ुदा अपने बन्दों की नाफरमानियों की गिरफ़त करता तो रुए ज़मीन पर किसी एक जानदार को बाक़ी न छोड़ता मगर वह तो एक मुक़र्रर वक्त तक उन सबको मोहलत देता है फिर जब उनका (वह) वक्त अा पहुँचेगा तो न एक घड़ी पीछे हट सकते हैं और न आगे बढ़ सकते हैं
622,"Do they not see the birds held (flying) in the midst of the sky? None holds them but Allah [none gave them the ability to fly but Allah]. Verily, in this are clear proofs and signs for people who believe (in the Oneness of Allah).",क्या उन्होंने पक्षियों को नभ मंडल में वशीभूत नहीं देखा? उन्हें तो बस अल्लाह ही थामें हुए होता है। निश्चय ही इसमें उन लोगों के लिए कितनी ही निशानियाँ है जो ईमान लाएँ
623,Open & links in new tab instead of in new window,नए विंडो के बजाए लिंक नए टैब में खोले (l)
624,"The day when their excuse availeth not the evil-doers, and theirs is the curse, and theirs the ill abode.",(उस दिन भी) जिस दिन ज़ालिमों को उनकी माज़ेरत कुछ भी फायदे न देगी और उन पर फिटकार (बरसती) होगी और उनके लिए बहुत बुरा घर (जहन्नुम) है
625,How do you know this?,तुम यह कैसे जानते हो?
626,"He said, “O Moses, I have chosen you over all people for My messages and for My Words. So take what I have given you, and be one of the thankful.”","उसने कहा, ""ऐ मूसा! मैंने दूसरे लोगों के मुक़ाबले में तुझे चुनकर अपने संदेशों और अपनी वाणी से तुझे उपकृत किया। अतः जो कुछ मैं तुझे दूँ उसे ले और कृतज्ञता दिखा।"""
627,Classifier file %1 does not exist,क्लासिफायर फ़ाइल% 1 उपलब्ध नहीं है
628,Unknown error,अज्ञात त्रुटि
629,EXCUSE ME.,मुझे माफ करना.
630,"UI Rewrite, lots of code cleanups and fixes","यूआई पुनर्लेखन, बहुत सारे कोड साफ सफाई तथा सुधार"
631,"But when He delivers them, behold, they commit violations on the earth unduly! O mankind! Your violations are only to your own detriment. [These are] the wares of the life of this world; then to Us will be your return, whereat We will inform you concerning what you used to do.",फिर जब ख़ुदा ने उन्हें नजात दी तो वह लोग ज़मीन पर (कदम रखते ही) फौरन नाहक़ सरकशी करने लगते हैं (ऐ लोगों तुम्हारी सरकशी का वबाल) तो तुम्हारी ही जान पर है - (ये भी) दुनिया की (चन्द रोज़ा) ज़िन्दगी का फायदा है फिर आख़िर हमारी (ही) तरफ तुमको लौटकर आना है तो (उस वक्त) हम तुमको जो कुछ (दुनिया में) करते थे बता देगे
632,desktop icon,डेस्कटॉप प्रतीक
633,Dative,निष्क्रियstate of a row
634,"Do not be like those who left their homes vainly and to show off to the people, and to bar [other people] from the way of Allah, and Allah comprehends what they do.","और उन लोगों की तरह न हो जाना जो अपने घरों से इतराते और लोगों को दिखाते निकले थे और वे अल्लाह के मार्ग से रोकते है, हालाँकि जो कुछ वे करते है, अल्लाह उसे अपने घेरे में लिए हुए है"
635,"And guard (yourselves) against a day when no soul will in aught avail another, nor will compensation be accepted from it, nor will intercession be of use to it; nor will they be helped.","और उस दिन से डरो, जब कोई न किसी के काम आएगा, न किसी की ओर से अर्थदंड स्वीकार किया जाएगा, और न कोई सिफ़ारिश ही उसे लाभ पहुँचा सकेगी, और न उनको कोई सहायता ही पहुँच सकेगी"
636,_Patch…,पैचेस
637,I promise you.,मैं तुमसे वादा करता हूँ.
638,"And by the even and the odd,",और ज़ुफ्त व ताक़ की
639,You're still alive?,तुम अब भी ज़िंदा हो?
640,It is He who sends down splendent revelations to His votary that he may take you out of darkness into light; for surely God is gracious and kind to you.,"वही है जो अपने बन्दों पर स्पष्ट आयतें उतार रहा है, ताकि वह तुम्हें अंधकारों से प्रकाश की ओर ले आए। और वास्तविकता यह है कि अल्लाह तुमपर अत्यन्त करुणामय, दयावान है"
641,Proxy login as &quot;{0}quot; was unsuccessful. Please check your email address and try again.,बतौर &quot;{0}quot; प्रॉक्सी लॉगिन असफल था. कृपया अपना ईमेल पता जाँचें और फिर कोशिश करें.
642,Failed to encode data,आंकड़ा इनकोड में विफल
643,_New Label,नया लेबल (_N)
644,is less than,इससे छोटा है
645,Take this clown for a walk.,टहलने के लिए इस जोकर लो.
646,libburn library could not be initialized,libburn लाइब्रेरी नहीं आरंभीकृत की जा सकी
647,"Then verily We shall narrate unto them (the event) with knowledge, for We were not absent (when it came to pass).",फिर हम उनसे हक़ीक़त हाल ख़ूब समझ बूझ के (ज़रा ज़रा) दोहराएगें
648,R_emove All Breakpoints,सभी खण्डन बिन्दु हटाएँ (_e)
649,"Surely this is my brother; he has ninety-nine ewes and I have a single ewe; but he said: Make it over to me, and he has prevailed against me in discourse.",(मुराद ये हैं कि) ये (शख्स) मेरा भाई है और उसके पास निनान्नवे दुम्बियाँ हैं और मेरे पास सिर्फ एक दुम्बी है उस पर भी ये मुझसे कहता है कि ये दुम्बी भी मुझी को दे दें और बातचीत में मुझ पर सख्ती करता है
650,Illogical expiration times.,इल्लाजिकल एक्सपायरेशन टाइम्स.
651,Cannot rename album root album,रूट एलबम का नाम बदला नहीं जा सकता
652,It is possible.,यह संभव है.
653,Yet they have assigned to Him a part of His own servants! Man is dearly unthankful.,उन्होंने उसके बन्दों में से कुछ को उसका अंश ठहरा दिया! निश्चय ही मनुष्य खुला कृतघ्न है
654,Heavy Drizzle Ice Pellets,भारी फुहार बर्फ पट्टीweather condition
